40.265264	-111.629258	-174.4137421
40.26523276	-111.6292546	-174.4137421
40.2652024	-111.6292508	-173.7005371
40.2651729	-111.6292467	-172.9545096
40.26514425	-111.6292422	-172.1737171
40.26511645	-111.6292373	-171.3560955
40.26508948	-111.6292321	-170.4994547
40.26506335	-111.6292265	-169.6014743
40.26503803	-111.6292206	-168.6597013
40.26501353	-111.6292144	-167.6715487
40.26498983	-111.6292078	-166.634297
40.26496692	-111.6292008	-165.5450983
40.2649448	-111.6291936	-164.4009832
40.26492346	-111.629186	-163.1988741
40.26490288	-111.6291781	-161.9356026
40.26488307	-111.6291699	-160.6079342
40.264864	-111.6291614	-159.2126025
40.26484568	-111.6291525	-157.7463521
40.26482809	-111.6291433	-156.2059937
40.26481123	-111.6291339	-154.5884722
40.26479508	-111.6291241	-152.8909499
40.26477964	-111.6291141	-151.1109041
40.2647649	-111.6291037	-149.2462421
40.26475085	-111.6290931	-147.29543
40.26473748	-111.6290822	-145.2576357
40.26472479	-111.629071	-143.1328808
40.26471276	-111.6290595	-140.9221957
40.26470139	-111.6290477	-138.6277701
40.26469066	-111.6290357	-136.2530877
40.26468057	-111.6290234	-133.8030331
40.26467112	-111.6290109	-131.2839573
40.26466228	-111.6289981	-128.7036877
40.26465406	-111.628985	-126.0714739
40.26464644	-111.6289717	-123.3978596
40.26463942	-111.6289582	-120.6944824
40.26463298	-111.6289444	-117.9738047
40.26462712	-111.6289304	-115.2487915
40.26462183	-111.6289161	-112.5325541
40.26461711	-111.6289016	-109.8379833
40.26461293	-111.6288869	-107.1773983
40.2646093	-111.6288719	-104.5622336
40.26460621	-111.6288567	-102.0027844
40.26460364	-111.6288414	-99.50801975
40.26460159	-111.6288258	-97.08547118
40.26460004	-111.62881	-94.74119151
40.264599	-111.628794	-92.47977813
40.26459845	-111.6287778	-90.30444791
40.26459839	-111.6287613	-88.2171509
40.26459879	-111.6287448	-86.21870936
40.26459967	-111.628728	-84.30896994
40.264601	-111.628711	-82.48695886
40.26460278	-111.6286938	-80.75103247
40.264605	-111.6286765	-79.09901731
40.26460765	-111.628659	-77.52833658
40.26461073	-111.6286414	-76.03612116
40.26461422	-111.6286235	-74.61930467
40.26461811	-111.6286055	-73.27470317
40.2646224	-111.6285874	-71.99908054
40.26462708	-111.6285691	-70.789201
40.26463214	-111.6285506	-69.64187041
40.26463757	-111.628532	-68.55396784
40.26464337	-111.6285132	-67.52246905
40.26464951	-111.6284943	-66.54446328
40.264656	-111.6284753	-65.61716453
40.26466283	-111.6284562	-64.73791845
40.26466999	-111.6284369	-63.90420576
40.26467746	-111.6284175	-63.11364296
40.26468525	-111.628398	-62.36398107
40.26469334	-111.6283783	-61.6531027
40.26470172	-111.6283586	-60.97901812
40.26471038	-111.6283387	-60.33986056
40.26471933	-111.6283187	-59.73388094
40.26472854	-111.6282987	-59.15944231
40.264738	-111.6282785	-58.61501429
40.26474772	-111.6282582	-58.09916732
40.26475768	-111.6282379	-57.61056718
40.26476787	-111.6282175	-57.14796953
40.26477829	-111.628197	-56.71021468
40.26478892	-111.6281764	-56.29622263
40.26479976	-111.6281557	-55.90498835
40.2648108	-111.628135	-55.53557733
40.26482202	-111.6281142	-55.1871214
40.26483343	-111.6280933	-54.85881479
40.26484501	-111.6280724	-54.54991055
40.26485676	-111.6280514	-54.25971704
40.26486865	-111.6280304	-53.98759499
40.2648807	-111.6280093	-53.73295446
40.26489288	-111.6279882	-53.4952522
40.2649052	-111.627967	-53.2739893
40.26491763	-111.6279458	-53.06870889
40.26493017	-111.6279246	-52.87899416
40.26494282	-111.6279034	-52.70446649
40.26495556	-111.6278821	-52.54478382
40.26496839	-111.6278608	-52.39963919
40.2649813	-111.6278395	-52.26875943
40.26499427	-111.6278182	-52.15190394
40.26500731	-111.6277968	-52.04886379
40.26502039	-111.6277755	-51.95946082
40.26503352	-111.6277541	-51.8835469
40.26504669	-111.6277328	-51.8210034
40.26505988	-111.6277115	-51.77174078
40.26507308	-111.6276902	-51.73569822
40.2650863	-111.6276689	-51.71284349
40.26509951	-111.6276476	-51.70317294
40.26511271	-111.6276263	-51.70671154
40.2651259	-111.6276051	-51.72351318
40.26513906	-111.6275839	-51.75366098
40.26515219	-111.6275627	-51.79726788
40.26516527	-111.6275415	-51.85447722
40.2651783	-111.6275204	-51.92546362
40.26519127	-111.6274994	-52.01043388
40.26520417	-111.6274784	-52.1096282
40.26521699	-111.6274574	-52.22332145
40.26522973	-111.6274365	-52.35182467
40.26524236	-111.6274157	-52.49548678
40.2652549	-111.6273949	-52.6546965
40.26526732	-111.6273742	-52.82988447
40.26527962	-111.6273536	-53.02152568
40.2652918	-111.627333	-53.2301421
40.26530383	-111.6273126	-53.45630557
40.26531572	-111.6272922	-53.70064113
40.26532744	-111.6272719	-53.96383056
40.26533901	-111.6272516	-54.2466163
40.2653504	-111.6272315	-54.54980581
40.26536161	-111.6272115	-54.87427626
40.26537263	-111.6271916	-55.22097981
40.26538345	-111.6271718	-55.59094921
40.26539407	-111.6271521	-55.985304
40.26540447	-111.6271325	-56.40525735
40.26541464	-111.627113	-56.85212331
40.26542458	-111.6270936	-57.32732476
40.26543427	-111.6270744	-57.83240205
40.26544372	-111.6270553	-58.36902219
40.26545291	-111.6270364	-58.93898877
40.26546182	-111.6270175	-59.54425249
40.26547046	-111.6269988	-60.18692229
40.26547882	-111.6269803	-60.86927704
40.26548688	-111.6269619	-61.59377753
40.26549464	-111.6269437	-62.36307876
40.26550209	-111.6269256	-63.18004222
40.26550922	-111.6269076	-64.04774762
40.26551602	-111.6268899	-64.96950369
40.26552248	-111.6268723	-65.94885745
40.2655286	-111.6268549	-66.98960079
40.26553436	-111.6268376	-68.09577343
40.26553976	-111.6268205	-69.27166058
40.26554478	-111.6268036	-70.52178337
40.26554943	-111.6267869	-71.85087978
40.26555369	-111.6267704	-73.26387309
40.26555755	-111.6267541	-74.76582443
40.265561	-111.626738	-76.36186537
40.26556404	-111.6267221	-78.05710629
40.26556665	-111.6267064	-79.85651571
40.26556884	-111.6266909	-81.76476616
40.26557058	-111.6266756	-83.78604281
40.26557187	-111.6266605	-85.92381295
40.2655727	-111.6266457	-88.18055672
40.26557307	-111.626631	-90.55746438
40.26557296	-111.6266166	-93.05411088
40.26557237	-111.6266025	-95.66812557
40.26557129	-111.6265885	-98.39488272
40.2655697	-111.6265749	-101.2272463
40.26556761	-111.6265614	-104.1554064
40.26556499	-111.6265482	-107.1668464
40.26556185	-111.6265353	-110.2464717
40.26555817	-111.6265226	-113.3769202
