40.248079	-111.648563	-174.4137421
40.24804776	-111.6485596	-174.4137421
40.2480174	-111.6485558	-173.7005371
40.2479879	-111.6485517	-172.9545096
40.24795925	-111.6485472	-172.1737171
40.24793145	-111.6485423	-171.3560955
40.24790448	-111.6485371	-170.4994547
40.24787835	-111.6485315	-169.6014743
40.24785303	-111.6485256	-168.6597013
40.24782853	-111.6485194	-167.6715487
40.24780483	-111.6485128	-166.634297
40.24778192	-111.6485058	-165.5450983
40.2477598	-111.6484986	-164.4009832
40.24773846	-111.648491	-163.1988741
40.24771788	-111.6484831	-161.9356026
40.24769807	-111.6484749	-160.6079342
40.247679	-111.6484664	-159.2126025
40.24766068	-111.6484575	-157.7463521
40.24764309	-111.6484483	-156.2059937
40.24762623	-111.6484389	-154.5884722
40.24761008	-111.6484291	-152.8909499
40.24759464	-111.6484191	-151.1109041
40.2475799	-111.6484087	-149.2462421
40.24756585	-111.6483981	-147.29543
40.24755248	-111.6483872	-145.2576357
40.24753979	-111.648376	-143.1328808
40.24752776	-111.6483645	-140.9221957
40.24751639	-111.6483527	-138.6277701
40.24750566	-111.6483407	-136.2530877
40.24749557	-111.6483284	-133.8030331
40.24748612	-111.6483159	-131.2839573
40.24747728	-111.6483031	-128.7036877
40.24746906	-111.64829	-126.0714739
40.24746144	-111.6482767	-123.3978596
40.24745442	-111.6482632	-120.6944824
40.24744798	-111.6482494	-117.9738047
40.24744212	-111.6482354	-115.2487915
40.24743683	-111.6482211	-112.5325541
40.24743211	-111.6482066	-109.8379833
40.24742793	-111.6481919	-107.1773983
40.2474243	-111.6481769	-104.5622336
40.24742121	-111.6481617	-102.0027844
40.24741864	-111.6481464	-99.50801975
40.24741659	-111.6481308	-97.08547118
40.24741504	-111.648115	-94.74119151
40.247414	-111.648099	-92.47977813
40.24741345	-111.6480828	-90.30444791
40.24741339	-111.6480663	-88.2171509
40.24741379	-111.6480498	-86.21870936
40.24741467	-111.648033	-84.30896994
40.247416	-111.648016	-82.48695886
40.24741778	-111.6479988	-80.75103247
40.24742	-111.6479815	-79.09901731
40.24742265	-111.647964	-77.52833658
40.24742573	-111.6479464	-76.03612116
40.24742922	-111.6479285	-74.61930467
40.24743311	-111.6479105	-73.27470317
40.2474374	-111.6478924	-71.99908054
40.24744208	-111.6478741	-70.789201
40.24744714	-111.6478556	-69.64187041
40.24745257	-111.647837	-68.55396784
40.24745837	-111.6478182	-67.52246905
40.24746451	-111.6477993	-66.54446328
40.247471	-111.6477803	-65.61716453
40.24747783	-111.6477612	-64.73791845
40.24748499	-111.6477419	-63.90420576
40.24749246	-111.6477225	-63.11364296
40.24750025	-111.647703	-62.36398107
40.24750834	-111.6476833	-61.6531027
40.24751672	-111.6476636	-60.97901812
40.24752538	-111.6476437	-60.33986056
40.24753433	-111.6476237	-59.73388094
40.24754354	-111.6476037	-59.15944231
40.247553	-111.6475835	-58.61501429
40.24756272	-111.6475632	-58.09916732
40.24757268	-111.6475429	-57.61056718
40.24758287	-111.6475225	-57.14796953
40.24759329	-111.647502	-56.71021468
40.24760392	-111.6474814	-56.29622263
40.24761476	-111.6474607	-55.90498835
40.2476258	-111.64744	-55.53557733
40.24763702	-111.6474192	-55.1871214
40.24764843	-111.6473983	-54.85881479
40.24766001	-111.6473774	-54.54991055
40.24767176	-111.6473564	-54.25971704
40.24768365	-111.6473354	-53.98759499
40.2476957	-111.6473143	-53.73295446
40.24770788	-111.6472932	-53.4952522
40.2477202	-111.647272	-53.2739893
40.24773263	-111.6472508	-53.06870889
40.24774517	-111.6472296	-52.87899416
40.24775782	-111.6472084	-52.70446649
40.24777056	-111.6471871	-52.54478382
40.24778339	-111.6471658	-52.39963919
40.2477963	-111.6471445	-52.26875943
40.24780927	-111.6471232	-52.15190394
40.24782231	-111.6471018	-52.04886379
40.24783539	-111.6470805	-51.95946082
40.24784852	-111.6470591	-51.8835469
40.24786169	-111.6470378	-51.8210034
40.24787488	-111.6470165	-51.77174078
40.24788808	-111.6469952	-51.73569822
40.2479013	-111.6469739	-51.71284349
40.24791451	-111.6469526	-51.70317294
40.24792771	-111.6469313	-51.70671154
40.2479409	-111.6469101	-51.72351318
